"title","heading","content","tokens"
"Chapter_5","220"," Okay, you've diagnosed out every other possibility, and it just has to be the pump and/or motor that's gone haywire. How do we get into it? How do we disassemble it? Do we need to remove the unit from its space under the counter? These are the questions this chapter answers. In some dishwasher machines it is easier pull the whole machine out from under the kitchen counter to get to the pump or the motor. Specifically: GE/Hotpoint, Thermador/Waste King, WCI/Westinghouse, and late model Whirlpool.","91"
"Chapter_5","222"," In yet other machines, the pump and motor can both be easily removed with the machine in place. Specifically: Whirlpool Vertical Machines, Maytag, ISE/Kitchenaid, D&M. Note that D&M, Kitchenaid and Thermador pumps can easily be rebuilt with the machine in place, but getting the motor out can be a bit persnickety. Give it a try, but if you have trouble getting the motor out or back in, yank the machine.","73"
"Chapter_5","224"," Most dishwasher problems can be diagnosed and fixed with the machine in place. However, some problems cannot. In either case, you'll usually need to get to the components beneath the tub. This section describes cabinet access and removal of a built-in machine. Most built-in models are built with removable kickplates as shown in Figure 5-A. Removing this kickplate as shown allows access to the fill valve, electrical junction box, and drive motor. Most built-in models are also fastened to the countertop by two screws at the front of the machine; open the door to access these screws.","102"
"Chapter_5","227"," To get to the timer, selector switches, detergent dispenser trigger, wiring diagram or anything else located inside the door, remove the screws holding on the front panel as shown in figure 5-B. Before you can remove the entire dishwasher from its mounting location, you must disconnect three things: the hot water fill line, the water drain line, and the electrical power supply. Disconnect the electrical connection first. It is usually pretty easy. Though some are hard-wired into the wall, most dishwashers are plugged into a regular outlet beneath the kitchen sink. If you are unlucky enough to have one that's hard-wired, you must shut off the breaker and disconnect the main power cord at the junction box. This box is usually located just inside the kickplate on the front corner of the machine (see Figure 5-C).","141"
"Chapter_5","229"," NOTE: If your machine is plugged in beneath the sink, make sure you get the plug back into the correct outlet. Usually the other outlet beneath the sink is for the garbage disposal, which is wired through a switch near the sink. Normally the garbage disposal switch is off, so there is no power to its outlet; if you plug the dishwasher into that outlet, it will not run at all. I cannot begin to tell you how many times I've been called to fix a ""dead"" dishwasher, when the only problem was that it was plugged into the wrong outlet. (At 30-50 bucks per service call, that's an expensive mistake): The drain line is also usually pretty easy to disconnect. It is normally connected to the sink drain by flexible rubber hose and hose clamps. But don't forget that there may still be water in the pump and drainÂ line, even if the tub is empty! Have a shallow pan or an old towel standing by (one that will fit beneath the pump drain connection) to catch any water left in the tub or drain line.","191"
"Chapter_5","230"," The fill line is another story. It is usually copper-piped right up to the fill valve. This makes it less likely to fail and flood the kitchen, but it can also make it more difficult to remove and install. If you disconnect the copper line from the valve, you may have to cut it shorter to get rid of the old brass connection fittings. Make sure you have enough copper line remaining to re-connect it to the valve. A better alternative (though it's not always possible) may be to leave the copper line connected to the valve, and disconnect the valve from the rest of the dishwasher. Of course, if you're replacing the valve, it doesn't really matter; you've got to disconnect the copper line, anyway.","132"
"Chapter_5","235"," SPECIFIC MODELS MAY VARY SLIGHTLY,  BUT YOUR MACHINE SHOULD LOOK VERY SIMILAR TO ONE OF THESE.  PLEASE NOTE, HOWEVER, THAT THERE WERE MANY VARIATIONS MADE  OF EACH BASIC DESIGN. THERE MAY BE PARTS PRESENT ON YOUR MACHINE  THAT ARE NOT ON THESE ILLUSTRATIONS. THEREFORE, WHEN DISASSEMBLING YOUR MACHINE,  CAREFULLY NOTE HOW ALL PARTS ARE INSTALLED  AND IN WHAT ORDER THEY COME OFF. TECH NOTES: Vertical Whirlpool machines are direct reversing, two-impeller machines.","73"
"Chapter_5","238"," The whole pump and motor unit are easily removed with the machine in place. The pump can be rebuilt. Your appliance parts dealer has impeller and seal kits. However, if the top motor bearing is damaged, the whole pump and motor unit must be replaced. When you get the pump disassembled, turn the motor by hand. If it's at all sticky or gritty, replace the motor. If you have a bladder-top design, it has been replaced with a re-designed system. A new pump and motor unit will come with the new design.","95"
"Chapter_5","242"," TECH TIPS: Unplug the machine and remove the kickplate. Disconnect the motor wiring harness plug. Disconnect the drain hose from the pump unit and be prepared to catch any water left in the pump. Unscrew the drain check valve from the pump body. Twist the pump unit retaining blocks inward and lift out the whole pump and motor unit. It might be sticky; you can rock it a bit to loosen it. Do NOT pry the seal or remove the big seal from the pump body.","86"
"Chapter_5","243"," Installation is the opposite of removal. Make sure you line up the pump drain port with the notch in the tub. The seal may not want to go into the tub; smear it with a very thin coat of vegetable oil (VERY thin!) to help it slide into place. Make sure it is centered and seated evenly. When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!!","88"
"Chapter_5","250"," TECH NOTES: Late-model Whirlpool (sidewinders) are direct-reversing horizontal-shaft machines. When the motor reverses, the drain valve automatically opens to drain the tub. You usually need to remove these machines from under the kitchen counter to remove the pump and motor unit. Your appliance parts dealer has a seal kit to rebuild the pump. TECH TIPS: These are very straightforward machines to disassemble. Disconnect the motor harness, all hoses, the motor mount and the pump suction inlet. Have a shallow pan or an old towel standing by to catch any water when you remove the hoses.","98"
"Chapter_5","253"," The only trick is that the screws holding it together are Torx-head screws, so you need a size 20 Torx-head screwdriver. To get the impeller and seal out, unscrew the pump disk from the pump inlet with a pair of pliers. Don't forget to remove the drain cover and check the rubber diaphragm. When installing the motor into the pump housing, make sure the flat on the motor shaft matches the flat in the impeller.","78"
"Chapter_5","257"," When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! TECH NOTES: General Electric and Hotpoint machines are single-direction, horizontal-shaft machines. Older machines have a round motor, newer machines have a square-ish motor with an extermal capacitor. To change from wash mode to drain mode, a solenoid-operated flapper valve closes off the spray arms and opens the drain port.","84"
"Chapter_5","260"," You usually need to remove the machine from beneath the countertop to remove the pump and motor unit. If the motor is not starting, it may be stuck. Sometimes the seal just gets a little dried out and sticky. You may be able to free it by hand. Unplug the machine and remove the kickplate. Try turning the motor fan blades by hand with the motor in place. If you cannot free the motor, replace the seal. In newer machines (with the square motor) the carbon seal is not glued into place, and can come loose and catch the rubber seal. You can glue the carbon seal in place with a little RTV.","113"
"Chapter_5","263"," The pump on these machines can be rebuilt. Your appliance parts dealer a seal kit available. There is also a rebuilt pump and motor unit generally available; it is a LOT faster and easier just to swap out the pump if you can afford it. TECH NOTES: These are pretty straightforward machines to disassemble. Unplug the machine. Have a shallow pan standing by to catch any water left in the pump and disconnect all hoses from the pump. Disconnect the motor leads, the motor mount and the pump suction inlet and discharge.","92"
"Chapter_5","265"," A macerator is located outside the pump screen. This macerator chops up bits of food and debris before it enters the pump. Two different kinds of macerators were used; a blade-type, and a wire-type. If you have a blade-type, hold the motor fan blades and unscrew the macerator from the impeller. If you have a wire-type, there is no need to remove it yet. There are tabs molded into the suction port nut for removal. Using the flat side of a file to turn the nut, unscrew the suction port nut from the pump body. If you have a metal suction screen, this will be difficult. Loosen it by grabbing the metal suction screen and yanking it out with a pair of needlenose pliers. This will destroy the screen, but it's cheap to replace, and it will loosen the nut. Remove the plastic ring and the metal wear ring. Note how they come out for re-installation.","162"
"Chapter_5","269"," NOTE: The suction port nut has left-hand threads! Turn it clockwise to remove it!: Hold the motor fan blades and unscrew the impeller. Hold the impeller with a pair of pliers (careful not to damage the threads unless you are replacing it) and turn the motor fan blades. Remove the pump body from the motor and knock out the pump shaft seal from the outside. Assembly is the opposite of disassembly. Make sure the lip on the metal wear ring points towards the impeller. Don't forget that the suction valve nut has a left-hand thread; turn counter-clockwise to install.","103"
"Chapter_5","273"," Feel the action of the flapper valve. If it is sticky or leaking, replace the flapper valve shaft seal. When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! TECH NOTES: These are vertical-shaft machines, direct reversing, with two-impellers. Both impellers are used during the wash cycle; the lower impeller feeds the upper spray arm, and vice-versa. During the drain cycle, the motor reverses and the lower impeller pumps out the tub.","96"
"Chapter_5","279"," Your appliance parts dealer has an impeller and seal kit for these machines. OLDER MODELS: The pump is disassembled in place, without removing the motor.: Once the pump has been disassembled, the motor can be removed with the machine in place, but it can be a difficult job. The screws are hard to get to. Try it, but if you have too much trouble, pull out the machine. TECH TIPS: These are pretty straightforward machines to tear down and rebuild. Note carefully how everything comes off and in what order.","90"
"Chapter_5","282"," LATER MODEL: Unplug the machine and disconnect the motor harness. Have a shallow pan standing by to catch any water left in the pump, and disconnect the drain line. Remove the securing screws from inside the tub, then remove the collar and lift the pump and motor out as a unit. You can then rebuild the pump on a bench.: About the only trick to reassembly is that the lower impeller must be shimmed to the proper clearance. This is the impeller with the tall center hub, and it can be difficult to keep the shims in place while you lower the impeller over the shaft. Use a little Vaselineâ¢ to stick the shims to the shaft. To shim the impeller to the proper height, a cardboard gauge comes with the impeller kit.","133"
"Chapter_5","284"," There are two different impeller kits for two different designs. Make sure you get the right one. The new style lower impeller (the one with the shoulder) will work properly in an old machine. But if you put the older impeller into a new machine, it will drain during the wash cycle. If you are replacing the seals because of a leak, make sure you turn the motor shaft by hand and check the motor for any stickiness or grittiness.","80"
"Chapter_5","287"," When you get the pump back together and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! These are two-impeller, direct-reversing machines. The upper impeller is for wash, the lower for drain. Older machines have a motor mounted in one corner of the machine, which drives the pump unit through a belt. Late model machines have the motor mounted right under the pump, but the parts are virtually the same.","83"
"Chapter_5","290"," Both the pump unit and motor can easily be removed without removing the machine. Usually, when these machines go, either the drive belt wears out or the lower pump bearing is shot. The belt may squeal in either case. If the bearing is bad, usually it will feel very gritty when you turn it by hand. The pump can be rebuilt, but I do not recommend a novice doing it. The lower impeller, lower bearing and drive pulley are difficult to remove and replace. The whole pump module or pump/motor unit can be replaced with a new or rebuilt unit. It's not cheap, but these are well-built machines, and usually they are worth the investment.","118"
"Chapter_5","294"," TECH TIPS: Unplug the machine and remove the kickplate. The belt stretches; you can just pop it off by hand. Unscrew the tower and remove the spray arms. NOTE CAREFULLY where the two sealing rings are; they are in different places on different models. Make sure you get them back in place. If you don't, a jet of water will come from that joint, and may blow water past the door seal.: Then remove the strainer and filter. The pump module mounting screws are now accessible.","87"
"Chapter_5","296"," The filter screen can get clogged with sediment, bits of paper, soap film, etc. Rinse and clean it out with water and citric acid. When replacing the module, put a little vegetable oil (VERY little!) around the seal to help it slip into place. Make sure it is centered and seated properly and the mounting screw holes are aligned. Tighten the screws as evenly as possible; i.e. tighten opposite screws in pairs.","73"
"Chapter_5","301"," When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! TECH NOTES: Maytag (sidewinders) are single-direction, horizontal-shaft machines. Drain is accomplished by a solenoid-operated drain valve. Both the pump unit and motor can easily be removed without removing the machine. If thepump is leaking or defective, the pump module can be replaced with a new unit.","80"
"Chapter_5","302"," The solenoid drain flapper valve can get stuck in these machines, or jammed open with food or debris. The symptom will be that the machine will seem like it is not filling. It actually is filling, but it is draining out just as quickly through the open drain valve. Take the cover off and make sure that the valve and spring operate properly. Sometimes, the very act of taking the cover off may fix the problem by itself.","78"
"Chapter_5","306"," TECH TIPS: Unplug the machine and remove the kickplate. Unscrew the tower and remove the spray arm. Remove the cover screws and cover. Remove the spray arm support nut and spray arm support. When replacing the module, put a little vegetable oil (VERY little!) around the seal to help it slip into place. Make sure it is centered and seated properly and the mounting screw holes are aligned. Tighten the screws as evenly as possible; i.e. tighten opposite screws in pairs.","82"
"Chapter_5","309"," When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! TECH NOTES: These are vertical-shaft, single-direction, two-impeller machines. The upper impeller is for wash, and the lower impeller for drain. A solenoid drain valve opens for the drain cycle. If the machine seems to be draining during the wash cycle, the drain valve may be leaking. Check your diagnosis by opening the air gap during the wash cycle as described in section 3-1.","98"
"Chapter_5","311"," The pump can be disassembled and rebuilt in place. To remove the motor, you will probably need to remove the machine from beneath the kitchen counter. Very late-model Kitchenaid machines are built by Whirlpool, and resemble Whirlpool machines in how they come apart. They are direct-reversing, vertical-shaft, two-impeller machines. Compared to the earlier Kitchenaids, their most distinguishing features are two spray arms instead of four, a square-shaped heater instead of round, and Torx-head screws instead of Phillips-head.","84"
"Chapter_5","315"," TECH TIPS: These are pretty straightforward machines to tear down and rebuild. Note carefully how everything comes off and in what order. The lower spray arms and strainer screen simply lift off. The impellers are shimmed to the proper clearance. When disassembling, note carefully how many shims are beneath them, and reassemble with the same amount. When you get the pump back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!!","85"
"Chapter_5","320"," TECH NOTES: These are single-direction, horizontal-shaft machines. There is a separate drain pump and motor (separate from the wash pump and motor). The pump and motor assembly can be easily removed with the machine in place. TECH TIPS: Remove power from the machine and disconnect the motor wires and all hoses. Have a shallow pan standing by to catch any water when you remove the hoses. Remove the spray arms, glass trap and filters.","76"
"Chapter_5","322"," Twist the four retainers out of the way and lift out the pump and motor assembly. To remove the motor from the pump assembly, first remove the motor bracket. Using a large screwdriver, pry the motor and impeller from inside the pump housing. There are two O-ring seals, so it will take some force to get the pump out of there. DO NOT ""rock"" the pump to get it out...just push it straight out from the inside. You can damage the housing and seal surfaces.","87"
"Chapter_5","327"," Re-assembly is basically the opposite of disassembly. Use a little Vaselineâ¢ on the seals to help them slide into place. When you get the pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!! TECH NOTES: These are direct-reversing, vertical-shaft, two-impeller machines. The pump can be rebuilt, but if the top motor bearing is gone (which it usually is) then you must replace the whole pump/motor unit.","89"
"Chapter_5","331"," The pump, motor and upper and lower spray arms are removed as a single unit. To get to the motor mounts, you may need to pull the machine out from under the counter. TECH TIPS: Disconnect power. Disconnect the motor harness. Remove hoses from the pump unit; have a shallow pan standing by to catch any water that may run out. The pump plate is held in place by clips on the underside of the tub. These are secured by 11/16â³ nuts. Loosen the nuts, twist the clips out of the way and lift the pump and motor unit out of the tub.","104"
"Chapter_5","332"," The heater element is mounted directly to the pump housing. The nuts that hold it on are tight as heck and usually cannot be removed without breaking the heater, the pump housing or both. If you are replacing the pump and motor unit and you want to save the old heater, use a pair of diagonals or channelocks and break the pump housing away from the heater. Wear goggles and be careful of bits of flying plastic. Soak the nuts thoroughly in penetrating oil before even trying to remove them. Be careful not to twist the heater element or you will ruin it. When re-installing the heater, use new rubber washers.","112"
"Chapter_5","335"," The same pump unit was used for models with heaters and without heaters. The new pump unit you get may not be drilled out for the heater, although there should be casting marks where the heater holes are supposed to be. You get to drill the holes. When installing the new unit, be careful to get the pump centered and the rubber gasket seated properly. When you get the dishwasher pump/motor unit back into place and hooked up, pour a gallon of water into the tub before starting the machine. Do not run the pump dry!!!","97"
"Chapter_6","339"," Many household handymen will tackle just about any job, but are downright scared of electricity. It's true that you have to be extra careful around live circuits due to the danger of getting shocked. But there's no mystery or voodoo about what we'll be doing. I'll cut out most of the electric theory for you. If you're one of those folks who's a bit timid around electricity, all I can say is read on, and don't be too nervous. It will come to you.","91"
"Chapter_6","341"," Nowadays, dishwashers are being made as efficient as possible, due in no small part to government energy efficiency requirements. Heating water can use a lot of energy, so designers are mimimizing water usage and heater operation. The trick is in achieving a balance; that is, keeping enough hot, clean water in the tub to clean the dishes, while minimizing energy and water usage. In practical terms, this translates to trying to measure the water temp, and also how dirty the water is, using things like thermistors and turbidity sensors.","89"
"Chapter_6","344"," Designers use microprocessors (basically computers, on solid state circuit boards) to adapt the functions of the dishwasher to current wash conditions. However, the computer needs some kind of input in order to make decisions. THERMISTORS: Unlike thermostats, a thermistor is not just a switch. It is actually a resistor whose resistance varies with the temperature it senses. Resistance is a signal that a microprocessor can use to make decisions, like when and how long to turn on the water heater. Thus the thermistor essentially translates temperature into an electrical signal that the microprocessor can understand.","95"
"Chapter_6","348"," TURBIDITY SENSORS: If the dishwasher is loaded with a lot of food residue, it will need extra rinse cycles to assure that the dishes come out clean. ""Turbidity sensors"" measure how dirty the water is, so the microprocessor can adjust the number of rinse cycles. TRICKS OF THE TRADE: Wanna know a secret? For professionals, an awful lot of diagnosis is done by guessing; ESPECIALLY with electronic components. It's just simply much faster and easier to change out a circuit board and see if the machine works, than it is to try to figure out what component of that board has failed.","103"
"Chapter_6","350"," Unfortunately, circuit boards are not cheap. And being electrical parts, they are usually not returnable. Meaning that if you didn't guess correctly, you just ate a hundred-dollar circuit board, and your machine still has the same problem that needs fixing. If you're a professional technician, that's not a problem. You can just yank the circuit board back out. and use it on the next one of these machines that you see.","75"
"Chapter_6","352"," However, if you're a DIY'er, it's a BIG problem. You have no interest in owning a hundred-dollar circuit board that you don't need, and can't return. So I know this will be controversial, and you will SELDOM hear me say this, but my PRACTICAL advice is this: if you have a problem that you think you've traced to the electronic controls in a machine, call a professional service technician to fix it. Since they can get a volume discount on the part, it will PROBABLY end up costing you not much more than trying to do it yourself.","105"
"Chapter_6","354"," Sometimes you need to read a wiring diagram, to make sure you are not forgetting to check something. Sometimes you just need to find out what color wire to look for to test a component. It is ESPECIALLY important in diagnosing a bad timer. Usually your wiring diagram is either pasted to the inside of the door panel, or else contained in a plastic pouch inside the door itself. Either way, you must remove the door panel to get to it as described in section 5-2.","87"
"Chapter_6","357"," If you already know how to read a wiring diagram, you can skip this section. Each component should be labelled clearly on your diagram. Look at figure 6-A. The symbols used to represent each component are pretty universal. Wire colors are abbreviated and shown next to each wire. For example, Y means a yellow wire, V means Violet, R means red, LBU means light blue. Black is usually abbreviated BK, blue is usually BU. GR or GN are green, GY is gray. A wire color with a dash or a slash means --- with a --- stripe. For example BU-W means Blue with a white stripe, T/R means tan with a red stripe.","114"
"Chapter_6","360"," A few notes about reading a wiring diagram: Notice that in some parts of the diagram, the lines are thicker than in other parts. The wiring and switches that are shown as thick lines are inside of the timer. The small white circles all over the diagram are terminals. These are places where you can disconnect the wire from the component for testing purposes. The small black circles indicate places where one wire is connected to the other. If two wires cross on the diagram without a black dot where they cross, they are not connected.","96"
"Chapter_6","361"," If you see dotted or shaded lines around a group of wires, this is a switch assembly; for example, a pushbutton selector switch assembly or a relay. It may also be the timer, but whatever it is, it should be clearly marked on the diagram. Any wiring enclosed by a shaded or dotted box is internal to a switch assembly and must be tested as described in section 6-3(a) or (b).","73"
"Chapter_6","363"," Switches may be numbered or lettered. Usually the terminals on the outside of the timer are stamped or printed with the color of the wire that is supposed to attach to it. To test a switch with a certain marking, mark and disconnect all the wires. Connect your ohmmeter to the two terminal leads of the switch you want to test. For example, in figure 6-B, if you want to test the door switch, take power off the machine, disconnect the black and tan wires from it and connect one test lead each terminal. Then flick the switch back and forth. It should close and open. If it does, you know that contact inside the switch is good.","119"
"Chapter_6","365"," Remember that for something to be energized, it must make a complete electrical circuit. You must be able to trace the path that the electricity will take, FROM the wall outlet backTO the wall outlet. This includes not only the component that you suspect, but all switches leading to it, and sometimes other components, too. In Figure 6-B, which shows a typical electric dishwasher, L1, L2, are the main power leads; they go directly to your wall plug. Between L1 and L2, you will see 110 volts.","88"
"Chapter_6","368"," Let's say you need to check out why the detergent dispenser is not working. Following the gray-shaded circuit in figure 6-B, note that the electricity ""flows"" from L1 to L2. From L1 the electricity flows to the door switch. The power then goes through a tan wire to the timer. Then it goes through switch number 15, then number 11. These switches are located inside of the timer (you know this because they are drawn with thick lines.) They must be closed.","85"
"Chapter_6","371"," The electricity then flows through an orange and black wire (O-BK) to the detergent dispenser bimetal. The bimetal is a kind of resistor (the zig-zag lines tell you this.) Then the electricity flows through a white and red wire to the heater . So if the heater is burnt out, the detergent dispenser won't work. Hmmmm........ interesting, huh? Electricity then flows back to the wall plug, L2, through a white wire.","73"
"Chapter_6","374"," TESTING THE CIRCUIT: To test for the break in the circuit, simply isolate each part of the system (remove the wires from the terminals) and test for continuity. For example, to test the bimetal in our example, pull the wires off each end and test continuity across the terminals as described in section 6-3(f). Switches 15 and 11 are shown in bold lines, so they are inside the timer. For now, let's ignore them. (The timer is the last thing you should check; see section 6-3(b).","91"
"Chapter_6","377"," Since a burnt out bimetal element is the most likely cause of this symptom, first test the bimetal for continuity. If you have good continuity, something else in the circuit must be defective. The heater, for example. Test it the same way. If NONE of the other components appear to be defective, test the timer as described in section 6-3(b). To check for a wire break, you would pull each end of a wire off the component and test for continuity through the wire. You may need to use jumpers to extend or even bypass the wire; for example, if one end of the wire is in the control console and the other end in underneath the machine. If there is no continuity, there is a break in the wire! It will then be up to you to figure out exactly where that break isâthere is no magic way. If you have a broken wire, look along the length of the wire for pinching or chafing. If there is a place where the wires move , check there first. Even if the insulation is O.K., the wire may be broken inside.","194"
"Chapter_6","378"," Sometimes you can eliminate possibilities just simply be studying the wiring diagram for a few minutes. For example, let's say your timer is not advancing during any cycle. Following the gray line in figure 6-C, the timer is fed through three different circuits. Sometimes it gets its power through timer switch 22, sometimes it gets power from switch ""D"" inside the pushbutton selector switch, and it can also get power from the thermostat. It is unlikely that all three switches are bad, so the likelihood is that the timer motor itself is on the fritz.","97"
"Chapter_6","380"," Most components are tested simply by removing power and placing a resistance meter across them. However some need toÂ be tested with a volt meter while energized. Occasionally, if the component is inexpensive enough, it's easier to just replace it and see if that solves the problem. Testing switches and solenoids is pretty straightforward. Take all wires off the component and test resistance across it as described in section 2-5(b).","73"
"Chapter_6","384"," Switches should show good continuity when closed and no continuity when open. Solenoids should show SOME resistance, but continuity should be good. If a solenoid shows no continuity, there's a broken wire somewhere in the coil. If it shows no resistance at all, it's shorted. THERMOSTATS: A thermostat is just a switch that opens and closes according to temperature changes that it senses. They can be difficult to test. However, most are usually inexpensive. So if you think you have a bad one, just replace it.","88"
"Chapter_6","386"," SELECTOR SWITCHBLOCKS: A selector switch block, located in the control panel, is a group of switches all molded into one housing. In your dishwasher, a switchblock will be used to allow you to choose between ""normal wash"" and ""pots and pans"" for example, or a ""water heat"" or ""air-dry"" option. When you select an option, ""normal wash,"" for example, you are de-selecting the other options, for example ""pots and pans."" This is the main function of the switchblock.","80"
"Chapter_6","388"," Testing switch blocks is much like testing timers. You must look at the wiring diagram to see which of the terminals will be connected when the internal switches are closed. Keep in mind, however, that you must also know which of the internal switches close when an external button is pressed. When you press one button on the switchblock, several of the switches inside may close at once. To test a switchblock, in addition to the wiring diagram, you must have a chart that gives you this info. Usually this is attached to the wiring diagram or to the timer sequencing chart.","102"
"Chapter_6","389"," Using the diagram and chart in figure 6-D, lets say we want to test switch ""A."" We see that with button number 1 pressed, only switches ""A"" and ""D"" inside the switchblock are closed. With button number 5 pressed, switches ""B"" and ""D"" are closed, and ""A"" is open. The two wires that connect to switch ""A"" are the BR-O (brown wire with an orange stripe) and the BR (brown) wire. Remove those two wires and put a resistance meter across those two terminals. Then push buttons 1 and 5 alternately, to see if the switch opens and closes.","101"
"Chapter_6","392"," Test other switches similarly. Figure out when they're closed, when they're open, and test resistance while operating the switch. If the switchblock is bad, replace it. The timer is the brain of the dishwasher. It controls everything in the cycle. In addition to telling the motor when to run, it may also activate the heating circuit or heating control circuits, fill valve, detergent dispensers, motor direction or drain valve solenoid, etc.","73"
"Chapter_6","394"," Most timers are nothing more than a motor that drives a set of cams which open and close switches. Yet it is one of the most expensive parts in your dishwasher, so don't be too quick to diagnose it as the problem. Usually the FIRST thing a layman looks at is the timer; it should be the LAST. And don't forget that timers are electrical parts, which are usually non-returnable. If you buy one, and it turns out not to be the problem, you've just wasted the money.","92"
"Chapter_6","395"," Solid state timers are difficult and expensive to diagnose. If you suspect a timer problem in a solid-state system, you can try replacing it, but remember that it's expensive and usually non-returnable (being an electrical part.) If you have one of these units that's defective, you can check into the cost of replacing it, but it's been my experience that you usually will end up just replacing the whole dishwasher or calling a technician. If you do call a technician, make sure you ask up front whether they work on solid-state controls.","98"
"Chapter_6","399"," TIMER DIAGNOSIS: If the timer drive motor is not advancing only in certain cycles, there may be a switch or thermostat that feeds it that is bad. See the example in section 6-1 and figure 6-C. If the timer is not advancing in all cycles, well, that's pretty obvious. Replace the timer or timer drive motor, or have it rebuilt as described below. Timers can be difficult to diagnose. The easiest way is to go through everything else in the system that's malfunctioning. If none of the other components are bad, then it may be the timer.","101"
"Chapter_6","401"," Remember that a timer is simply a set of on-off switches. The switches are turned off and on by a cam, which is driven by the timer motor. Timer wires are color-coded or number-coded. Let's say you've got a detergent dispenser problem. Following the shaded circuit in figure 6-E, you test the door switch, detergent dispenser and heater. They all test OK. So you think you've traced the problem to your timer.","79"
"Chapter_6","403"," First take power off the machine or unplug it. Looking at your wiring diagram, you see that the circuit goes through the tan wire entering the timer, and the O-BK wire leaving it. There is also a W-V terminal that you can use to test the switches separately. Remove those wires from the timer. Touch the resistance meter test leads to terminals T and W-V. Make sure the timer is in the ""on"" position and slowly turn the timer all the way through a full cycle.","89"
"Chapter_6","405"," You should see continuity make and break at least once in the cycle; usually several times. If it doesn't, the internal contacts are bad; replace the timer. Repeat the process with the test leads between the W-V and the O-BK terminals. You can drive yourself crazy trying to figure out just exactly when during the cycle the switch is supposed to open and close. Leave that to the design engineers. Just satisfy yourself that the switch is, indeed, opening and closing at some time during the cycle.","90"
"Chapter_6","407"," In general, timers cannot be rebuilt by the novice. Check with your parts dealer; if it can be rebuilt, he'll get it done for you. If it's a common one, your parts dealer may even have a rebuilt one in stock. For the most part, if your timer is acting up, you need to replace it. To replace, mark the wires or note the color codes written on the timer. If you need to, you can draw a picture of the terminal arrangement and wire colors. If possible, change over the timer wires one-by-oneâit can be easier. If there are any special wiring changes, they will be explained in instructions that come with the new timer.","121"
"Chapter_6","408"," A motor that is trying to start, but can't for whatever reason, is using one heck of a lot of electricity. If you think about it, essentially the motor is as overloaded as it can be. So much, in fact, that if it is allowed to continue being energized without the shaft turning, it will start burning wires. To prevent this, an overload switch is installed on motors to cut power to them if they don't start within a certain amount of time.","85"
"Chapter_6","409"," If the motor is trying to start, but can't, you will hear certain things. First will be a click, followed immediately by a buzzing sound. Then, after about 5 to 20 seconds of buzzing, another click and the buzzing will stop. The sounds will keep repeating every minute or two. This is the motor cutting in and out on the overload switch. In some extreme cases, you may even smell burning.","72"
"Chapter_6","412"," If you hear the motor doing this, but it won't start, disconnect power and disassemble or remove the pump as described in Chapter 5. Check for anything that might be jamming the pump. If so, remove it and you are probably back in business. See if the pump shaft turns easily by hand. If it feels sticky or gritty, the bearings are probably bad. Try testing for resistance across the motor windings. In most machines, the white motor lead is common. One at a time, test for resistance between the white lead and the other two or three leads as described in section 2-5(b). There should be some resistance. No resistance or no continuity at all indicates a bad motor. Also touch the test leads between each motor lead and the motor cage, or frame. Except for the green lead, there should be no continuity. If there is continuity, replace the motor. Continuity between the green motor lead and the motor cage is fine; the green wire is the ground wire.","174"
"Chapter_6","417"," If you're not sure how to test the motor, take it to your parts dealer or to an electric motor shop. Have them test the motor. If it won't even start without a load on it, the motor is bad. If you have an ammeter, the stalled motor will be drawing 10 to 20 amps or more. Replace it. STARTING RELAY: Motors use a lot of electricity compared to other electrical components. The switches that control them have to be built bigger than other kinds of switches, with more capacity to carry more electricity.","96"
"Chapter_6","419"," The switches involved in running an electric motor are too big to conveniently put inside the control console or timer. Besides that, there are safety considerations involved in having you touch a switch that carries that much electricity directly, with your finger. The way they solve that problem is to make a secondary switch. A big switch that starts the motor, which is closed by the little switch inside the timer or one you push with your finger. A relay.","80"
"Chapter_6","421"," When you first start a motor, it draws even more power than when it is running. So you need to close a really big switch to start the motor, then open it back up once the motor gets up to speed. A starting relay is simply an electromagnet that closes the bigger switch. When the motor starts, the electromagnet stops, and the ""start"" circuit stops. But the ""run"" circuit stays on, and the motor runs.","75"
"Chapter_6","424"," Dishwashers have a relay starting switch mounted either beneath the tub or in the control console. You can usually figure out which terminals to test across by looking at the wiring diagram. If you're not sure how, take the switch to your parts dealer. They can usually help you test the switch. If not, just replace it. They're not too expensive. If the motor is stalled (buzzing and/or tripping out on the overload switch) and the starting switch tests O.K., the motor is bad. Replace it.","90"
